# locale<TAB>key<TAB>value
ro	dialog_title	Conectare la joc
ro	sign_in	Conectare
ro	register	Registru
ro	change_password	Schimbaţi parola
ro	please_sign_in	Vă rugăm să vă conectați
ro	user_name	Nume de utilizator
ro	password	Parolă
ro	confirm_password	Confirmați parola
ro	email	E-mail
ro	invite_code	Cod de invitație
ro	current_password	Parola actuală
ro	new_password	Parolă Nouă
ro	confirm_new_password	Confirmați parola nouă
ro	enter_room	Intră în cameră
ro	create_account	Creează cont
ro	update_password	Actualizați parola
ro	cancel	Anula
ro	welcome_back_enter_room	Bine ai revenit.
ro	play_register_update_account	JOACĂ, ÎNREGISTREAZĂ-ȚI SAU ACTUALIZAȚI-VĂ CONTUL
ro	loading_text	Se încarcă text
ro	enter_user_name_and_password	Introduceți numele de utilizator și parola
ro	signing_in	Conectare...
ro	complete_registration_fields	Completați toate câmpurile de înregistrare
ro	creating_account	Se creează cont...
ro	complete_password_fields	Completați toate câmpurile pentru parole
ro	updating_password	Se actualizează parola...
ro	no_login_response	Niciun răspuns de conectare
ro	login_request_failed	Solicitarea de conectare a eșuat: {0}
ro	login_request_returned_no_data	Solicitarea de conectare nu a returnat date
ro	invalid_login	Autentificare nevalidă
ro	no_registration_response	Niciun răspuns la înregistrare
ro	registration_failed	Înregistrarea a eșuat: {0}
ro	no_password_change_response	Niciun răspuns la schimbarea parolei
ro	password_change_failed	Schimbarea parolei a eșuat: {0}
ro	request_returned_no_data	Solicitarea nu a returnat date
ro	password_changed_sign_in	Parola schimbată.
ro	request_failed	Solicitarea a eșuat
ro	malformed_text_data_from	Date text incorecte de la {0}
ro	error_loading_text	Eroare la încărcarea textului: {0}
ro	forfeit_confirm	Chiar vrei să renunți la acest joc?
ro	dialog_title	ゲームログイン
ro	sign_in	サインイン
ro	register	登録
ro	change_password	パスワード変更
ro	please_sign_in	サインインしてください
ro	user_name	ユーザー名
ro	password	パスワード
ro	confirm_password	パスワード確認
ro	email	メール
ro	invite_code	招待コード
ro	current_password	現在のパスワード
ro	new_password	新しいパスワード
ro	confirm_new_password	新しいパスワード確認
ro	enter_room	入室
ro	create_account	アカウント作成
ro	update_password	パスワード更新
ro	cancel	キャンセル
ro	welcome_back_enter_room	お帰りなさい。{0} に入室します。
ro	play_register_update_account	プレイ、登録、またはアカウント更新
ro	loading_text	テキストを読み込み中
ro	enter_user_name_and_password	ユーザー名とパスワードを入力してください
ro	signing_in	サインイン中...
ro	complete_registration_fields	登録項目をすべて入力してください
ro	creating_account	アカウントを作成中...
ro	complete_password_fields	パスワード項目をすべて入力してください
ro	updating_password	パスワードを更新中...
ro	no_login_response	ログイン応答がありません
ro	login_request_failed	ログイン要求に失敗しました: {0}
ro	login_request_returned_no_data	ログイン要求からデータが返されませんでした
ro	invalid_login	ログイン情報が無効です
ro	no_registration_response	登録応答がありません
ro	registration_failed	登録に失敗しました: {0}
ro	no_password_change_response	パスワード変更の応答がありません
ro	password_change_failed	パスワード変更に失敗しました: {0}
ro	request_returned_no_data	要求からデータが返されませんでした
ro	password_changed_sign_in	パスワードが変更されました。サインインしてください。
ro	request_failed	要求に失敗しました
ro	malformed_text_data_from	{0} から不正なテキストデータを受信しました
ro	error_loading_text	テキスト読み込みエラー: {0}
ro	forfeit_confirm	本当にこのゲームを没収負けにしますか?
